Polynomial_Size,Padded_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Radix_2_Time_ms,Modified_Radix_4_Time_ms,Radix_Split_Time_ms,Best_Algorithm
547,1024,0.111111,477,0,0,0.566,0.481,0.542,Modified-Radix-4
547,1024,0.222222,477,0,0,0.564,0.475,0.531,Modified-Radix-4
547,1024,0.333333,477,0,0,0.565,0.471,0.532,Modified-Radix-4
547,1024,0.444444,477,0,0,0.58,0.484,0.539,Modified-Radix-4
547,1024,0.555556,477,0,0,0.569,0.482,0.535,Modified-Radix-4
547,1024,0.666667,477,0,0,0.569,0.473,0.534,Modified-Radix-4
547,1024,0.777778,477,0,0,0.585,0.475,0.537,Modified-Radix-4
547,1024,0.888889,477,0,0,0.563,0.475,0.539,Modified-Radix-4
547,1024,1,477,0,0,0.562,0.473,0.536,Modified-Radix-4
548,1024,0,476,0,0,0.577,0.477,0.546,Modified-Radix-4
548,1024,0.111111,476,0,0,0.57,0.474,0.531,Modified-Radix-4
548,1024,0.222222,476,0,0,0.569,0.477,0.53,Modified-Radix-4
548,1024,0.333333,476,0,0,0.572,0.47,0.532,Modified-Radix-4
548,1024,0.444444,476,0,0,0.582,0.473,0.546,Modified-Radix-4
548,1024,0.555556,476,0,0,0.567,0.492,0.537,Modified-Radix-4
548,1024,0.666667,476,0,0,0.568,0.473,0.534,Modified-Radix-4
548,1024,0.777778,476,0,0,0.58,0.47,0.532,Modified-Radix-4
548,1024,0.888889,476,0,0,0.56,0.472,0.533,Modified-Radix-4
548,1024,1,476,0,0,0.571,0.472,0.534,Modified-Radix-4
549,1024,0,475,0,0,0.575,0.475,0.537,Modified-Radix-4
549,1024,0.111111,475,0,0,0.569,0.476,0.53,Modified-Radix-4
549,1024,0.222222,475,0,0,0.569,0.469,0.533,Modified-Radix-4
549,1024,0.333333,475,0,0,0.564,0.469,0.53,Modified-Radix-4
549,1024,0.444444,475,0,0,0.576,0.473,0.537,Modified-Radix-4
549,1024,0.555556,475,0,0,0.577,0.471,0.534,Modified-Radix-4
549,1024,0.666667,475,0,0,0.563,0.493,0.551,Modified-Radix-4
549,1024,0.777778,475,0,0,0.596,0.477,0.529,Modified-Radix-4
549,1024,0.888889,475,0,0,0.591,0.471,0.559,Modified-Radix-4
549,1024,1,475,0,0,0.565,0.47,0.547,Modified-Radix-4
550,1024,0,474,0,0,0.59,0.492,0.54,Modified-Radix-4
550,1024,0.111111,474,0,0,0.567,0.477,0.531,Modified-Radix-4
550,1024,0.222222,474,0,0,0.569,0.476,0.536,Modified-Radix-4
550,1024,0.333333,474,0,0,0.562,0.473,0.541,Modified-Radix-4
550,1024,0.444444,474,0,0,0.576,0.489,0.541,Modified-Radix-4
550,1024,0.555556,474,0,0,0.571,0.477,0.535,Modified-Radix-4
550,1024,0.666667,474,0,0,0.562,0.481,0.541,Modified-Radix-4
550,1024,0.777778,474,0,0,0.567,0.477,0.536,Modified-Radix-4
550,1024,0.888889,474,0,0,0.565,0.476,0.538,Modified-Radix-4
550,1024,1,474,0,0,0.569,0.485,0.544,Modified-Radix-4
551,1024,0,473,0,0,0.568,0.472,0.544,Modified-Radix-4
551,1024,0.111111,473,0,0,0.578,0.479,0.536,Modified-Radix-4
551,1024,0.222222,473,0,0,0.563,0.469,0.533,Modified-Radix-4
551,1024,0.333333,473,0,0,0.584,0.479,0.539,Modified-Radix-4
551,1024,0.444444,473,0,0,0.571,0.483,0.545,Modified-Radix-4
551,1024,0.555556,473,0,0,0.58,0.471,0.536,Modified-Radix-4
551,1024,0.666667,473,0,0,0.567,0.474,0.53,Modified-Radix-4
551,1024,0.777778,473,0,0,0.576,0.483,0.53,Modified-Radix-4
551,1024,0.888889,473,0,0,0.572,0.482,0.539,Modified-Radix-4
551,1024,1,473,0,0,0.566,0.473,0.535,Modified-Radix-4
552,1024,0,472,0,0,0.574,0.473,0.531,Modified-Radix-4
552,1024,0.111111,472,0,0,0.57,0.471,0.535,Modified-Radix-4
552,1024,0.222222,472,0,0,0.58,0.478,0.534,Modified-Radix-4
552,1024,0.333333,472,0,0,0.56,0.472,0.541,Modified-Radix-4
552,1024,0.444444,472,0,0,0.567,0.491,0.552,Modified-Radix-4
552,1024,0.555556,472,0,0,0.578,0.478,0.538,Modified-Radix-4
552,1024,0.666667,472,0,0,0.56,0.48,0.538,Modified-Radix-4
552,1024,0.777778,472,0,0,0.571,0.471,0.54,Modified-Radix-4
552,1024,0.888889,472,0,0,0.563,0.474,0.543,Modified-Radix-4
552,1024,1,472,0,0,0.569,0.481,0.566,Modified-Radix-4
553,1024,0,471,0,0,0.564,0.469,0.532,Modified-Radix-4
553,1024,0.111111,471,0,0,0.569,0.471,0.539,Modified-Radix-4
553,1024,0.222222,471,0,0,0.561,0.474,0.542,Modified-Radix-4
553,1024,0.333333,471,0,0,0.574,0.472,0.541,Modified-Radix-4
553,1024,0.444444,471,0,0,0.594,0.479,0.546,Modified-Radix-4
553,1024,0.555556,471,0,0,0.563,0.485,0.535,Modified-Radix-4
553,1024,0.666667,471,0,0,0.574,0.476,0.543,Modified-Radix-4
553,1024,0.777778,471,0,0,0.571,0.481,0.536,Modified-Radix-4
553,1024,0.888889,471,0,0,0.566,0.473,0.532,Modified-Radix-4
553,1024,1,471,0,0,0.562,0.472,0.536,Modified-Radix-4
554,1024,0,470,0,0,0.578,0.47,0.534,Modified-Radix-4
554,1024,0.111111,470,0,0,0.562,0.473,0.53,Modified-Radix-4
554,1024,0.222222,470,0,0,0.575,0.476,0.531,Modified-Radix-4
554,1024,0.333333,470,0,0,0.58,0.474,0.54,Modified-Radix-4
554,1024,0.444444,470,0,0,0.567,0.475,0.548,Modified-Radix-4
554,1024,0.555556,470,0,0,0.574,0.481,0.535,Modified-Radix-4
554,1024,0.666667,470,0,0,0.576,0.472,0.536,Modified-Radix-4
554,1024,0.777778,470,0,0,0.562,0.471,0.533,Modified-Radix-4
554,1024,0.888889,470,0,0,0.58,0.492,0.531,Modified-Radix-4
554,1024,1,470,0,0,0.574,0.473,0.54,Modified-Radix-4
555,1024,0,469,0,0,0.564,0.486,0.54,Modified-Radix-4
555,1024,0.111111,469,0,0,0.593,0.475,0.531,Modified-Radix-4
555,1024,0.222222,469,0,0,0.575,0.473,0.538,Modified-Radix-4
555,1024,0.333333,469,0,0,0.586,0.475,0.54,Modified-Radix-4
555,1024,0.444444,469,0,0,0.57,0.473,0.545,Modified-Radix-4
555,1024,0.555556,469,0,0,0.574,0.485,0.533,Modified-Radix-4
555,1024,0.666667,469,0,0,0.564,0.477,0.537,Modified-Radix-4
555,1024,0.777778,469,0,0,0.607,0.472,0.533,Modified-Radix-4
555,1024,0.888889,469,0,0,0.603,0.478,0.537,Modified-Radix-4
555,1024,1,469,0,0,0.568,0.474,0.545,Modified-Radix-4
556,1024,0,468,0,0,0.568,0.473,0.544,Modified-Radix-4
556,1024,0.111111,468,0,0,0.562,0.477,0.528,Modified-Radix-4
556,1024,0.222222,468,0,0,0.565,0.471,0.536,Modified-Radix-4
556,1024,0.333333,468,0,0,0.579,0.47,0.534,Modified-Radix-4
556,1024,0.444444,468,0,0,0.585,0.473,0.542,Modified-Radix-4
556,1024,0.555556,468,0,0,0.567,0.475,0.541,Modified-Radix-4
556,1024,0.666667,468,0,0,0.576,0.472,0.536,Modified-Radix-4
556,1024,0.777778,468,0,0,0.568,0.474,0.533,Modified-Radix-4
556,1024,0.888889,468,0,0,0.566,0.47,0.534,Modified-Radix-4
556,1024,1,468,0,0,0.565,0.473,0.536,Modified-Radix-4
557,1024,0,467,0,0,0.568,0.488,0.535,Modified-Radix-4
557,1024,0.111111,467,0,0,0.572,0.47,0.535,Modified-Radix-4
557,1024,0.222222,467,0,0,0.565,0.473,0.532,Modified-Radix-4
557,1024,0.333333,467,0,0,0.568,0.48,0.536,Modified-Radix-4
557,1024,0.444444,467,0,0,0.566,0.483,0.537,Modified-Radix-4
557,1024,0.555556,467,0,0,0.582,0.474,0.545,Modified-Radix-4
557,1024,0.666667,467,0,0,0.568,0.475,0.53,Modified-Radix-4
557,1024,0.777778,467,0,0,0.569,0.476,0.532,Modified-Radix-4
557,1024,0.888889,467,0,0,0.567,0.469,0.534,Modified-Radix-4
557,1024,1,467,0,0,0.577,0.482,0.535,Modified-Radix-4
558,1024,0,466,0,0,0.568,0.476,0.541,Modified-Radix-4
558,1024,0.111111,466,0,0,0.575,0.48,0.537,Modified-Radix-4
558,1024,0.222222,466,0,0,0.568,0.473,0.543,Modified-Radix-4
558,1024,0.333333,466,0,0,0.563,0.48,0.538,Modified-Radix-4
558,1024,0.444444,466,0,0,0.576,0.483,0.541,Modified-Radix-4
558,1024,0.555556,466,0,0,0.57,0.471,0.535,Modified-Radix-4
558,1024,0.666667,466,0,0,0.571,0.491,0.531,Modified-Radix-4
558,1024,0.777778,466,0,0,0.57,0.47,0.541,Modified-Radix-4
558,1024,0.888889,466,0,0,0.577,0.47,0.533,Modified-Radix-4
558,1024,1,466,0,0,0.573,0.5,0.543,Modified-Radix-4
559,1024,0,465,0,0,0.563,0.486,0.531,Modified-Radix-4
559,1024,0.111111,465,0,0,0.569,0.473,0.536,Modified-Radix-4
559,1024,0.222222,465,0,0,0.567,0.474,0.535,Modified-Radix-4
559,1024,0.333333,465,0,0,0.565,0.483,0.533,Modified-Radix-4
559,1024,0.444444,465,0,0,0.571,0.481,0.539,Modified-Radix-4
559,1024,0.555556,465,0,0,0.59,0.475,0.53,Modified-Radix-4
559,1024,0.666667,465,0,0,0.567,0.476,0.55,Modified-Radix-4
559,1024,0.777778,465,0,0,0.57,0.479,0.536,Modified-Radix-4
559,1024,0.888889,465,0,0,0.561,0.474,0.531,Modified-Radix-4
559,1024,1,465,0,0,0.568,0.481,0.532,Modified-Radix-4
560,1024,0,464,0,0,0.564,0.499,0.546,Modified-Radix-4
560,1024,0.111111,464,0,0,0.575,0.471,0.534,Modified-Radix-4
560,1024,0.222222,464,0,0,0.567,0.476,0.529,Modified-Radix-4
560,1024,0.333333,464,0,0,0.586,0.482,0.537,Modified-Radix-4
560,1024,0.444444,464,0,0,0.574,0.486,0.546,Modified-Radix-4
560,1024,0.555556,464,0,0,0.561,0.481,0.538,Modified-Radix-4
560,1024,0.666667,464,0,0,0.565,0.484,0.533,Modified-Radix-4
560,1024,0.777778,464,0,0,0.564,0.472,0.537,Modified-Radix-4
560,1024,0.888889,464,0,0,0.568,0.477,0.536,Modified-Radix-4
560,1024,1,464,0,0,0.575,0.469,0.535,Modified-Radix-4
561,1024,0,463,0,0,0.563,0.469,0.533,Modified-Radix-4
561,1024,0.111111,463,0,0,0.574,0.476,0.529,Modified-Radix-4
561,1024,0.222222,463,0,0,0.564,0.484,0.534,Modified-Radix-4
561,1024,0.333333,463,0,0,0.588,0.491,0.54,Modified-Radix-4
561,1024,0.444444,463,0,0,0.587,0.479,0.539,Modified-Radix-4
561,1024,0.555556,463,0,0,0.566,0.476,0.534,Modified-Radix-4
561,1024,0.666667,463,0,0,0.583,0.498,0.544,Modified-Radix-4
561,1024,0.777778,463,0,0,0.582,0.47,0.531,Modified-Radix-4
561,1024,0.888889,463,0,0,0.563,0.489,0.557,Modified-Radix-4
561,1024,1,463,0,0,0.571,0.47,0.54,Modified-Radix-4
562,1024,0,462,0,0,0.57,0.487,0.54,Modified-Radix-4
562,1024,0.111111,462,0,0,0.576,0.478,0.531,Modified-Radix-4
562,1024,0.222222,462,0,0,0.598,0.494,0.532,Modified-Radix-4
562,1024,0.333333,462,0,0,0.587,0.477,0.537,Modified-Radix-4
562,1024,0.444444,462,0,0,0.586,0.59,0.544,Radix-Split
562,1024,0.555556,462,0,0,0.57,0.475,0.537,Modified-Radix-4
562,1024,0.666667,462,0,0,0.567,0.472,0.535,Modified-Radix-4
562,1024,0.777778,462,0,0,0.574,0.476,0.538,Modified-Radix-4
562,1024,0.888889,462,0,0,0.568,0.483,0.531,Modified-Radix-4
562,1024,1,462,0,0,0.565,0.47,0.535,Modified-Radix-4
563,1024,0,461,0,0,0.565,0.474,0.538,Modified-Radix-4
563,1024,0.111111,461,0,0,0.562,0.483,0.542,Modified-Radix-4
563,1024,0.222222,461,0,0,0.567,0.473,0.536,Modified-Radix-4
563,1024,0.333333,461,0,0,0.581,0.473,0.538,Modified-Radix-4
563,1024,0.444444,461,0,0,0.578,0.474,0.536,Modified-Radix-4
563,1024,0.555556,461,0,0,0.566,0.469,0.534,Modified-Radix-4
563,1024,0.666667,461,0,0,0.584,0.538,0.583,Modified-Radix-4
563,1024,0.777778,461,0,0,0.576,0.471,0.631,Modified-Radix-4
563,1024,0.888889,461,0,0,0.567,0.495,0.537,Modified-Radix-4
563,1024,1,461,0,0,0.566,0.47,0.539,Modified-Radix-4
564,1024,0,460,0,0,0.57,0.482,0.54,Modified-Radix-4
564,1024,0.111111,460,0,0,0.568,0.476,0.531,Modified-Radix-4
564,1024,0.222222,460,0,0,0.566,0.474,0.548,Modified-Radix-4
564,1024,0.333333,460,0,0,0.566,0.471,0.533,Modified-Radix-4
564,1024,0.444444,460,0,0,0.577,0.48,0.544,Modified-Radix-4
564,1024,0.555556,460,0,0,0.578,0.474,0.532,Modified-Radix-4
564,1024,0.666667,460,0,0,0.572,0.478,0.54,Modified-Radix-4
564,1024,0.777778,460,0,0,0.56,0.49,0.53,Modified-Radix-4
564,1024,0.888889,460,0,0,0.577,0.477,0.535,Modified-Radix-4
564,1024,1,460,0,0,0.571,0.473,0.54,Modified-Radix-4
565,1024,0,459,0,0,0.561,0.485,0.542,Modified-Radix-4
565,1024,0.111111,459,0,0,0.568,0.477,0.531,Modified-Radix-4
565,1024,0.222222,459,0,0,0.572,0.479,0.538,Modified-Radix-4
565,1024,0.333333,459,0,0,0.569,0.475,0.54,Modified-Radix-4
565,1024,0.444444,459,0,0,0.566,0.479,0.535,Modified-Radix-4
565,1024,0.555556,459,0,0,0.567,0.471,0.534,Modified-Radix-4
565,1024,0.666667,459,0,0,0.577,0.484,0.546,Modified-Radix-4
565,1024,0.777778,459,0,0,0.56,0.472,0.531,Modified-Radix-4
565,1024,0.888889,459,0,0,0.568,0.475,0.537,Modified-Radix-4
565,1024,1,459,0,0,0.569,0.469,0.534,Modified-Radix-4
566,1024,0,458,0,0,0.562,0.475,0.531,Modified-Radix-4
566,1024,0.111111,458,0,0,0.586,0.472,0.533,Modified-Radix-4
566,1024,0.222222,458,0,0,0.566,0.48,0.536,Modified-Radix-4
566,1024,0.333333,458,0,0,0.57,0.488,0.533,Modified-Radix-4
566,1024,0.444444,458,0,0,0.583,0.488,0.536,Modified-Radix-4
566,1024,0.555556,458,0,0,0.574,0.474,0.535,Modified-Radix-4
566,1024,0.666667,458,0,0,0.563,0.476,0.535,Modified-Radix-4
566,1024,0.777778,458,0,0,0.563,0.488,0.531,Modified-Radix-4
566,1024,0.888889,458,0,0,0.576,0.477,0.544,Modified-Radix-4
566,1024,1,458,0,0,0.565,0.473,0.536,Modified-Radix-4
567,1024,0,457,0,0,0.562,0.479,0.532,Modified-Radix-4
567,1024,0.111111,457,0,0,0.575,0.474,0.534,Modified-Radix-4
567,1024,0.222222,457,0,0,0.568,0.47,0.533,Modified-Radix-4
567,1024,0.333333,457,0,0,0.565,0.473,0.551,Modified-Radix-4
567,1024,0.444444,457,0,0,0.573,0.475,0.534,Modified-Radix-4
567,1024,0.555556,457,0,0,0.563,0.471,0.538,Modified-Radix-4
567,1024,0.666667,457,0,0,0.586,0.472,0.532,Modified-Radix-4
567,1024,0.777778,457,0,0,0.599,0.474,0.533,Modified-Radix-4
567,1024,0.888889,457,0,0,0.571,0.475,0.558,Modified-Radix-4
567,1024,1,457,0,0,0.559,0.474,0.532,Modified-Radix-4
568,1024,0,456,0,0,0.564,0.555,0.547,Radix-Split
568,1024,0.111111,456,0,0,0.566,0.469,0.534,Modified-Radix-4
568,1024,0.222222,456,0,0,0.566,0.472,0.531,Modified-Radix-4
568,1024,0.333333,456,0,0,0.574,0.479,0.54,Modified-Radix-4
568,1024,0.444444,456,0,0,0.569,0.486,0.54,Modified-Radix-4
568,1024,0.555556,456,0,0,0.563,0.476,0.537,Modified-Radix-4
568,1024,0.666667,456,0,0,0.578,0.485,0.543,Modified-Radix-4
568,1024,0.777778,456,0,0,0.572,0.48,0.536,Modified-Radix-4
568,1024,0.888889,456,0,0,0.563,0.476,0.539,Modified-Radix-4
568,1024,1,456,0,0,0.562,0.476,0.533,Modified-Radix-4
569,1024,0,455,0,0,0.566,0.484,0.547,Modified-Radix-4
569,1024,0.111111,455,0,0,0.587,0.477,0.538,Modified-Radix-4
569,1024,0.222222,455,0,0,0.563,0.474,0.532,Modified-Radix-4
569,1024,0.333333,455,0,0,0.571,0.485,0.532,Modified-Radix-4
569,1024,0.444444,455,0,0,0.567,0.471,0.538,Modified-Radix-4
569,1024,0.555556,455,0,0,0.572,0.485,0.532,Modified-Radix-4
569,1024,0.666667,455,0,0,0.573,0.475,0.534,Modified-Radix-4
569,1024,0.777778,455,0,0,0.565,0.473,0.545,Modified-Radix-4
569,1024,0.888889,455,0,0,0.584,0.479,0.54,Modified-Radix-4
569,1024,1,455,0,0,0.563,0.483,0.534,Modified-Radix-4
570,1024,0,454,0,0,0.568,0.471,0.535,Modified-Radix-4
570,1024,0.111111,454,0,0,0.565,0.472,0.529,Modified-Radix-4
570,1024,0.222222,454,0,0,0.574,0.476,0.536,Modified-Radix-4
570,1024,0.333333,454,0,0,0.572,0.472,0.542,Modified-Radix-4
570,1024,0.444444,454,0,0,0.567,0.484,0.541,Modified-Radix-4
570,1024,0.555556,454,0,0,0.578,0.475,0.528,Modified-Radix-4
570,1024,0.666667,454,0,0,0.574,0.476,0.548,Modified-Radix-4
570,1024,0.777778,454,0,0,0.585,0.489,0.548,Modified-Radix-4
570,1024,0.888889,454,0,0,0.574,0.476,0.533,Modified-Radix-4
570,1024,1,454,0,0,0.572,0.472,0.532,Modified-Radix-4
571,1024,0,453,0,0,0.569,0.47,0.536,Modified-Radix-4
571,1024,0.111111,453,0,0,0.561,0.474,0.531,Modified-Radix-4
571,1024,0.222222,453,0,0,0.564,0.482,0.533,Modified-Radix-4
571,1024,0.333333,453,0,0,0.57,0.483,0.554,Modified-Radix-4
571,1024,0.444444,453,0,0,0.562,0.473,0.533,Modified-Radix-4
571,1024,0.555556,453,0,0,0.573,0.476,0.55,Modified-Radix-4
571,1024,0.666667,453,0,0,0.566,0.484,0.551,Modified-Radix-4
571,1024,0.777778,453,0,0,0.57,0.493,0.546,Modified-Radix-4
571,1024,0.888889,453,0,0,0.577,0.477,0.533,Modified-Radix-4
571,1024,1,453,0,0,0.566,0.471,0.533,Modified-Radix-4
572,1024,0,452,0,0,0.577,0.477,0.541,Modified-Radix-4
572,1024,0.111111,452,0,0,0.566,0.485,0.544,Modified-Radix-4
572,1024,0.222222,452,0,0,0.567,0.472,0.536,Modified-Radix-4
572,1024,0.333333,452,0,0,0.566,0.47,0.533,Modified-Radix-4
572,1024,0.444444,452,0,0,0.589,0.491,0.532,Modified-Radix-4
572,1024,0.555556,452,0,0,0.564,0.478,0.534,Modified-Radix-4
572,1024,0.666667,452,0,0,0.567,0.47,0.543,Modified-Radix-4
572,1024,0.777778,452,0,0,0.564,0.477,0.537,Modified-Radix-4
572,1024,0.888889,452,0,0,0.581,0.472,0.542,Modified-Radix-4
572,1024,1,452,0,0,0.566,0.47,0.536,Modified-Radix-4
573,1024,0,451,0,0,0.559,0.474,0.537,Modified-Radix-4
573,1024,0.111111,451,0,0,0.571,0.474,0.549,Modified-Radix-4
573,1024,0.222222,451,0,0,0.59,0.482,0.537,Modified-Radix-4
573,1024,0.333333,451,0,0,0.56,0.472,0.531,Modified-Radix-4
573,1024,0.444444,451,0,0,0.564,0.472,0.538,Modified-Radix-4
573,1024,0.555556,451,0,0,0.576,0.48,0.542,Modified-Radix-4
573,1024,0.666667,451,0,0,0.578,0.485,0.536,Modified-Radix-4
573,1024,0.777778,451,0,0,0.563,0.481,0.545,Modified-Radix-4
573,1024,0.888889,451,0,0,0.572,0.473,0.538,Modified-Radix-4
573,1024,1,451,0,0,0.564,0.472,0.537,Modified-Radix-4
574,1024,0,450,0,0,0.566,0.476,0.556,Modified-Radix-4
574,1024,0.111111,450,0,0,0.578,0.483,0.536,Modified-Radix-4
574,1024,0.222222,450,0,0,0.565,0.47,0.534,Modified-Radix-4
574,1024,0.333333,450,0,0,0.567,0.483,0.532,Modified-Radix-4
574,1024,0.444444,450,0,0,0.575,0.469,0.532,Modified-Radix-4
574,1024,0.555556,450,0,0,0.572,0.469,0.534,Modified-Radix-4
574,1024,0.666667,450,0,0,0.576,0.487,0.543,Modified-Radix-4
574,1024,0.777778,450,0,0,0.57,0.483,0.544,Modified-Radix-4
574,1024,0.888889,450,0,0,0.572,0.484,0.539,Modified-Radix-4
574,1024,1,450,0,0,0.568,0.476,0.531,Modified-Radix-4
575,1024,0,449,0,0,0.562,0.474,0.532,Modified-Radix-4
575,1024,0.111111,449,0,0,0.583,0.472,0.536,Modified-Radix-4
575,1024,0.222222,449,0,0,0.578,0.478,0.547,Modified-Radix-4
575,1024,0.333333,449,0,0,0.567,0.477,0.538,Modified-Radix-4
575,1024,0.444444,449,0,0,0.574,0.469,0.537,Modified-Radix-4
575,1024,0.555556,449,0,0,0.58,0.486,0.541,Modified-Radix-4
575,1024,0.666667,449,0,0,0.567,0.481,0.53,Modified-Radix-4
575,1024,0.777778,449,0,0,0.576,0.485,0.544,Modified-Radix-4
575,1024,0.888889,449,0,0,0.577,0.47,0.534,Modified-Radix-4
575,1024,1,449,0,0,0.571,0.477,0.535,Modified-Radix-4
576,1024,0,448,0,0,0.577,0.478,0.536,Modified-Radix-4
576,1024,0.111111,448,0,0,0.571,0.483,0.54,Modified-Radix-4
576,1024,0.222222,448,0,0,0.57,0.476,0.534,Modified-Radix-4
576,1024,0.333333,448,0,0,0.576,0.475,0.533,Modified-Radix-4
576,1024,0.444444,448,0,0,0.563,0.469,0.537,Modified-Radix-4
576,1024,0.555556,448,0,0,0.561,0.479,0.54,Modified-Radix-4
576,1024,0.666667,448,0,0,0.58,0.474,0.531,Modified-Radix-4
576,1024,0.777778,448,0,0,0.591,0.482,0.535,Modified-Radix-4
576,1024,0.888889,448,0,0,0.564,0.476,0.535,Modified-Radix-4
576,1024,1,448,0,0,0.567,0.478,0.536,Modified-Radix-4
577,1024,0,447,0,0,0.566,0.469,0.534,Modified-Radix-4
577,1024,0.111111,447,0,0,0.562,0.473,0.531,Modified-Radix-4
577,1024,0.222222,447,0,0,0.562,0.491,0.528,Modified-Radix-4
577,1024,0.333333,447,0,0,0.567,0.47,0.533,Modified-Radix-4
577,1024,0.444444,447,0,0,0.564,0.469,0.532,Modified-Radix-4
577,1024,0.555556,447,0,0,0.565,0.484,0.541,Modified-Radix-4
577,1024,0.666667,447,0,0,0.581,0.474,0.541,Modified-Radix-4
577,1024,0.777778,447,0,0,0.573,0.488,0.538,Modified-Radix-4
577,1024,0.888889,447,0,0,0.565,0.486,0.548,Modified-Radix-4
577,1024,1,447,0,0,0.574,0.472,0.537,Modified-Radix-4
578,1024,0,446,0,0,0.57,0.471,0.539,Modified-Radix-4
578,1024,0.111111,446,0,0,0.563,0.475,0.536,Modified-Radix-4
578,1024,0.222222,446,0,0,0.571,0.47,0.538,Modified-Radix-4
578,1024,0.333333,446,0,0,0.568,0.469,0.536,Modified-Radix-4
578,1024,0.444444,446,0,0,0.561,0.48,0.547,Modified-Radix-4
578,1024,0.555556,446,0,0,0.57,0.476,0.533,Modified-Radix-4
578,1024,0.666667,446,0,0,0.575,0.477,0.539,Modified-Radix-4
578,1024,0.777778,446,0,0,0.572,0.486,0.55,Modified-Radix-4
578,1024,0.888889,446,0,0,0.569,0.473,0.533,Modified-Radix-4
578,1024,1,446,0,0,0.565,0.471,0.537,Modified-Radix-4
579,1024,0,445,0,0,0.566,0.481,0.543,Modified-Radix-4
579,1024,0.111111,445,0,0,0.56,0.474,0.532,Modified-Radix-4
579,1024,0.222222,445,0,0,0.565,0.47,0.533,Modified-Radix-4
579,1024,0.333333,445,0,0,0.561,0.474,0.535,Modified-Radix-4
579,1024,0.444444,445,0,0,0.583,0.472,0.53,Modified-Radix-4
579,1024,0.555556,445,0,0,0.572,0.472,0.542,Modified-Radix-4
579,1024,0.666667,445,0,0,0.566,0.474,0.54,Modified-Radix-4
579,1024,0.777778,445,0,0,0.568,0.488,0.544,Modified-Radix-4
579,1024,0.888889,445,0,0,0.573,0.476,0.551,Modified-Radix-4
579,1024,1,445,0,0,0.564,0.471,0.535,Modified-Radix-4
580,1024,0,444,0,0,0.594,0.484,0.539,Modified-Radix-4
580,1024,0.111111,444,0,0,0.573,0.494,0.542,Modified-Radix-4
580,1024,0.222222,444,0,0,0.592,0.473,0.54,Modified-Radix-4
580,1024,0.333333,444,0,0,0.592,0.476,0.533,Modified-Radix-4
580,1024,0.444444,444,0,0,0.594,0.482,0.553,Modified-Radix-4
580,1024,0.555556,444,0,0,0.571,0.469,0.543,Modified-Radix-4
580,1024,0.666667,444,0,0,0.564,0.474,0.544,Modified-Radix-4
580,1024,0.777778,444,0,0,0.579,0.48,0.538,Modified-Radix-4
580,1024,0.888889,444,0,0,0.567,0.483,0.541,Modified-Radix-4
580,1024,1,444,0,0,0.574,0.476,0.538,Modified-Radix-4
581,1024,0,443,0,0,0.562,0.474,0.531,Modified-Radix-4
581,1024,0.111111,443,0,0,0.573,0.484,0.536,Modified-Radix-4
581,1024,0.222222,443,0,0,0.564,0.47,0.533,Modified-Radix-4
581,1024,0.333333,443,0,0,0.561,0.475,0.533,Modified-Radix-4
581,1024,0.444444,443,0,0,0.566,0.489,0.535,Modified-Radix-4
581,1024,0.555556,443,0,0,0.582,0.469,0.543,Modified-Radix-4
581,1024,0.666667,443,0,0,0.563,0.477,0.534,Modified-Radix-4
581,1024,0.777778,443,0,0,0.577,0.473,0.537,Modified-Radix-4
581,1024,0.888889,443,0,0,0.583,0.473,0.536,Modified-Radix-4
581,1024,1,443,0,0,0.574,0.472,0.53,Modified-Radix-4
582,1024,0,442,0,0,0.595,0.478,0.534,Modified-Radix-4
582,1024,0.111111,442,0,0,0.582,0.487,0.545,Modified-Radix-4
582,1024,0.222222,442,0,0,0.57,0.485,0.539,Modified-Radix-4
582,1024,0.333333,442,0,0,0.561,0.475,0.53,Modified-Radix-4
582,1024,0.444444,442,0,0,0.565,0.47,0.533,Modified-Radix-4
582,1024,0.555556,442,0,0,0.59,0.476,0.541,Modified-Radix-4
582,1024,0.666667,442,0,0,0.562,0.49,0.536,Modified-Radix-4
582,1024,0.777778,442,0,0,0.581,0.482,0.534,Modified-Radix-4
582,1024,0.888889,442,0,0,0.582,0.482,0.544,Modified-Radix-4
582,1024,1,442,0,0,0.58,0.488,0.538,Modified-Radix-4
583,1024,0,441,0,0,0.584,0.476,0.532,Modified-Radix-4
583,1024,0.111111,441,0,0,0.572,0.47,0.548,Modified-Radix-4
583,1024,0.222222,441,0,0,0.565,0.473,0.544,Modified-Radix-4
583,1024,0.333333,441,0,0,0.56,0.479,0.535,Modified-Radix-4
583,1024,0.444444,441,0,0,0.576,0.48,0.538,Modified-Radix-4
583,1024,0.555556,441,0,0,0.562,0.484,0.545,Modified-Radix-4
583,1024,0.666667,441,0,0,0.602,0.48,0.542,Modified-Radix-4
583,1024,0.777778,441,0,0,0.567,0.473,0.532,Modified-Radix-4
583,1024,0.888889,441,0,0,0.586,0.47,0.534,Modified-Radix-4
583,1024,1,441,0,0,0.567,0.478,0.531,Modified-Radix-4
584,1024,0,440,0,0,0.573,0.473,0.543,Modified-Radix-4
584,1024,0.111111,440,0,0,0.599,0.486,0.544,Modified-Radix-4
