Polynomial_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Best_Algorithm,Actual_Best_Algorithm
562,0.444444,462,0,0,Radix-Split,Modified-Radix-4
135,0.666667,121,0,0,Radix-Split,Radix-Split
33,0.333333,31,0,0,Radix-Split,Radix-Split
1137,0.777778,911,0,0,Radix-Split,Modified-Radix-4
2566,0.7976030818,1530,0,0,Radix-Split,Modified-Radix-4
783,0.666667,241,0,0,Radix-Split,Modified-Radix-4
3266,0.555556,830,0,0,Radix-Split,Modified-Radix-4
33,0.333333,31,0,0,Radix-Split,Radix-Split
794,0.888889,230,0,0,Radix-Split,Modified-Radix-4
649,0.111111,375,0,0,Radix-Split,Modified-Radix-4
1476,0.777778,572,0,0,Radix-Split,Modified-Radix-4
2566,0.5616744381,1530,0,0,Radix-Split,Modified-Radix-4
58,0.3526792959,6,0,0,Radix-Split,Radix-Split
1554,0,494,0,0,Radix-Split,Modified-Radix-4
1457,0.1533297947,591,0,0,Radix-Split,Modified-Radix-4
787,0.888889,237,0,0,Radix-Split,Radix-Split
787,0,237,0,0,Radix-Split,Modified-Radix-4
3138,0.555556,958,0,0,Radix-Split,Modified-Radix-4
2846,0.555556,1250,0,0,Radix-Split,Modified-Radix-4
2737,0.5360133747,1359,0,0,Radix-Split,Modified-Radix-4
174,0.3575959576,82,0,0,Radix-Split,Modified-Radix-4
430,0.3613462123,82,0,0,Radix-Split,Modified-Radix-4
2566,0.777778,1530,0,0,Radix-Split,Modified-Radix-4
45,0.4389726072,19,0,0,Radix-Split,Radix-Split
794,0.9650921255,230,0,0,Radix-Split,Modified-Radix-4
202,0.6355375163,54,0,0,Radix-Split,Radix-Split
62,0.9688567281,2,0,0,Radix-Split,Modified-Radix-4
1726,0.222222,322,0,0,Radix-Split,Modified-Radix-4
340,0.444444,172,0,0,Radix-Split,Modified-Radix-4
608,1,416,0,0,Radix-Split,Modified-Radix-4
2005,0.222222,43,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
3947,0.777778,149,0,0,Radix-Split,Modified-Radix-4
2958,0.222222,1138,0,0,Radix-Split,Modified-Radix-4
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
783,0.777778,241,0,0,Radix-Split,Modified-Radix-4
783,0.111111,241,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
89,0,39,0,0,Radix-Split,Modified-Radix-4
1459,0.666667,589,0,0,Radix-Split,Modified-Radix-4
2737,0.312704483,1359,0,0,Radix-Split,Modified-Radix-4
444,1,68,0,0,Radix-Split,Modified-Radix-4
1478,0,570,0,0,Radix-Split,Modified-Radix-4
2,0.444444,0,1,0,Radix-Split,Radix-2
562,0.333333,462,0,0,Radix-Split,Modified-Radix-4
780,1,244,0,0,Radix-Split,Modified-Radix-4
444,0.666667,68,0,0,Radix-Split,Modified-Radix-4
800,0.777778,224,0,0,Radix-Split,Modified-Radix-4
51,0.444444,13,0,0,Radix-Split,Radix-Split
783,0.3603743178,241,0,0,Radix-Split,Modified-Radix-4
166,0.222222,90,0,0,Radix-Split,Radix-Split
788,0.555556,236,0,0,Radix-Split,Modified-Radix-4
64,0.4599762971,0,1,1,Radix-Split,Radix-Split
1472,1,576,0,0,Radix-Split,Modified-Radix-4
2690,0.6003454102,1406,0,0,Radix-Split,Modified-Radix-4
490,0.444444,22,0,0,Radix-Split,Modified-Radix-4
1677,0.2043810222,371,0,0,Radix-Split,Modified-Radix-4
126,0.222222,2,0,0,Radix-Split,Modified-Radix-4
4386,0.111111,3806,0,0,Radix-Split,Modified-Radix-4
3268,1,828,0,0,Radix-Split,Modified-Radix-4
2691,0.9494114799,1405,0,0,Radix-Split,Modified-Radix-4
217,0.3323627371,39,0,0,Radix-Split,Radix-Split
797,0.5883471639,227,0,0,Radix-Split,Radix-Split
79,0.3492082536,49,0,0,Radix-Split,Modified-Radix-4
1476,0.222222,572,0,0,Radix-Split,Modified-Radix-4
302,0,210,0,0,Radix-Split,Modified-Radix-4
788,0.455424466,236,0,0,Radix-Split,Radix-Split
3268,0.261980675,828,0,0,Radix-Split,Modified-Radix-4
236,0.777778,20,0,0,Radix-Split,Modified-Radix-4
43,0.444444,21,0,0,Radix-Split,Radix-Split
514,0.333333,510,0,0,Radix-Split,Modified-Radix-4
1677,0.111111,371,0,0,Radix-Split,Modified-Radix-4
792,0.8496960741,232,0,0,Radix-Split,Modified-Radix-4
166,0.2251481865,90,0,0,Radix-Split,Modified-Radix-4
792,0.777778,232,0,0,Radix-Split,Modified-Radix-4
2,1,0,1,0,Radix-Split,Radix-2
2,0.888889,0,1,0,Radix-Split,Radix-2
3661,0.222222,435,0,0,Radix-Split,Modified-Radix-4
568,0.888889,456,0,0,Radix-Split,Radix-Split
2,0.4444592682,0,1,0,Radix-Split,Radix-2
62,0.222222,2,0,0,Radix-Split,Radix-Split
1457,0.222222,591,0,0,Radix-Split,Modified-Radix-4
217,0.333333,39,0,0,Radix-Split,Modified-Radix-4
14,0,2,0,0,Radix-Split,Radix-Split
2566,0.1475331197,1530,0,0,Radix-Split,Modified-Radix-4
498,0.555556,14,0,0,Radix-Split,Modified-Radix-4
3928,0.555556,168,0,0,Radix-Split,Modified-Radix-4
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
882,0.888889,142,0,0,Radix-Split,Modified-Radix-4
171,0.4291520542,85,0,0,Radix-Split,Modified-Radix-4
54,0.682702614,10,0,0,Radix-Split,Radix-Split
1478,0.4974812587,570,0,0,Radix-Split,Modified-Radix-4
14,0.888889,2,0,0,Radix-Split,Radix-Split
50,0.444444,14,0,0,Radix-Split,Radix-Split
64,0.9025998512,0,1,1,Radix-Split,Radix-Split
14,0.444444,2,0,0,Radix-Split,Radix-Split
4496,0.5976615054,3696,0,0,Radix-Split,Modified-Radix-4
787,0,237,0,0,Radix-Split,Modified-Radix-4
3661,1,435,0,0,Radix-Split,Modified-Radix-4
162,0.3676203758,94,0,0,Radix-Split,Radix-Split
562,0.333333,462,0,0,Radix-Split,Radix-Split
1493,0.2551109671,555,0,0,Radix-Split,Modified-Radix-4
2,0.4260912412,0,1,0,Radix-Split,Radix-2
1472,1,576,0,0,Radix-Split,Modified-Radix-4
3553,0.333333,543,0,0,Radix-Split,Modified-Radix-4
606,0.111111,418,0,0,Radix-Split,Modified-Radix-4
389,0.2664768355,123,0,0,Radix-Split,Modified-Radix-4
192,0.444444,64,0,0,Radix-Split,Radix-Split
174,0.29435769,82,0,0,Radix-Split,Modified-Radix-4
174,0.111111,82,0,0,Radix-Split,Radix-Split
2,0.333333,0,1,0,Radix-Split,Radix-2
2,0.444444,0,1,0,Radix-Split,Radix-2
3268,0.111111,828,0,0,Radix-Split,Modified-Radix-4
1457,0.222222,591,0,0,Radix-Split,Modified-Radix-4
794,0.888889,230,0,0,Radix-Split,Modified-Radix-4
1478,0,570,0,0,Radix-Split,Modified-Radix-4
2,0.9676231095,0,1,0,Radix-Split,Radix-2
1459,0.7311305261,589,0,0,Radix-Split,Modified-Radix-4
3954,0.333333,142,0,0,Radix-Split,Modified-Radix-4
1478,0.4331859634,570,0,0,Radix-Split,Modified-Radix-4
3948,0.888889,148,0,0,Radix-Split,Modified-Radix-4
794,0.888889,230,0,0,Radix-Split,Modified-Radix-4
1637,0.777778,411,0,0,Radix-Split,Modified-Radix-4
1166,0.444444,882,0,0,Radix-Split,Modified-Radix-4
2,0.666667,0,1,0,Radix-Split,Radix-2
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
34,0.7424739252,30,0,0,Radix-Split,Radix-Split
2337,0,1759,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
163,0.1051255445,93,0,0,Radix-Split,Radix-Split
174,0.222222,82,0,0,Radix-Split,Radix-Split
2777,0.222222,1319,0,0,Radix-Split,Modified-Radix-4
692,0.444444,332,0,0,Radix-Split,Modified-Radix-4
2,0.7588599439,0,1,0,Radix-Split,Radix-2
2566,0.888889,1530,0,0,Radix-Split,Modified-Radix-4
348,0.7419455478,164,0,0,Radix-Split,Modified-Radix-4
2005,0.444444,43,0,0,Radix-Split,Modified-Radix-4
34,0.3448705523,30,0,0,Radix-Split,Radix-Split
3269,0.7219840779,827,0,0,Radix-Split,Modified-Radix-4
3268,0.888889,828,0,0,Radix-Split,Modified-Radix-4
348,0.777778,164,0,0,Radix-Split,Modified-Radix-4
2744,0.555556,1352,0,0,Radix-Split,Modified-Radix-4
1493,0.8158525815,555,0,0,Radix-Split,Modified-Radix-4
162,0.111111,94,0,0,Radix-Split,Radix-Split
1472,0.111111,576,0,0,Radix-Split,Modified-Radix-4
792,0.222222,232,0,0,Radix-Split,Modified-Radix-4
783,0.8184030816,241,0,0,Radix-Split,Modified-Radix-4
4030,0.333333,66,0,0,Radix-Split,Modified-Radix-4
1472,0.1606688608,576,0,0,Radix-Split,Modified-Radix-4
2690,1,1406,0,0,Radix-Split,Modified-Radix-4
8,0.333333,0,1,0,Radix-Split,Modified-Radix-4
2005,0.444444,43,0,0,Radix-Split,Modified-Radix-4
54,0,10,0,0,Radix-Split,Radix-Split
171,0.222222,85,0,0,Radix-Split,Modified-Radix-4
482,0.111111,30,0,0,Radix-Split,Modified-Radix-4
3948,0.222222,148,0,0,Radix-Split,Modified-Radix-4
1925,0.111111,123,0,0,Radix-Split,Modified-Radix-4
2963,0.222222,1133,0,0,Radix-Split,Modified-Radix-4
794,0.888889,230,0,0,Radix-Split,Modified-Radix-4
788,0.4478063467,236,0,0,Radix-Split,Radix-Split
4191,0.1738030313,4001,0,0,Radix-Split,Modified-Radix-4
1459,0.666667,589,0,0,Radix-Split,Modified-Radix-4
2683,0.333333,1413,0,0,Radix-Split,Modified-Radix-4
645,0.444444,379,0,0,Radix-Split,Radix-Split
568,1,456,0,0,Radix-Split,Radix-Split
174,0.333333,82,0,0,Radix-Split,Radix-Split
2734,1,1362,0,0,Radix-Split,Modified-Radix-4
3269,0.6918507457,827,0,0,Radix-Split,Modified-Radix-4
430,0,82,0,0,Radix-Split,Modified-Radix-4
3553,0.444444,543,0,0,Radix-Split,Modified-Radix-4
72,0.111111,56,0,0,Radix-Split,Modified-Radix-4
2363,0.222222,1733,0,0,Radix-Split,Modified-Radix-4
3115,0.8696879021,981,0,0,Radix-Split,Modified-Radix-4
3948,0.7713195435,148,0,0,Radix-Split,Modified-Radix-4
62,0.666667,2,0,0,Radix-Split,Radix-Split
797,0.6113068053,227,0,0,Radix-Split,Radix-Split
3948,0.2277497991,148,0,0,Radix-Split,Modified-Radix-4
62,0.83622508,2,0,0,Radix-Split,Radix-Split
50,0.9518353014,14,0,0,Radix-Split,Radix-Split
51,0.3605008812,13,0,0,Radix-Split,Radix-Split
1476,0.888889,572,0,0,Radix-Split,Modified-Radix-4
794,0.444444,230,0,0,Radix-Split,Radix-Split
3947,0,149,0,0,Radix-Split,Modified-Radix-4
3948,0.444444,148,0,0,Radix-Split,Modified-Radix-4
3947,1,149,0,0,Radix-Split,Radix-Split
169,1,87,0,0,Radix-Split,Radix-Split
2691,1,1405,0,0,Radix-Split,Modified-Radix-4
3269,1,827,0,0,Radix-Split,Modified-Radix-4
1514,0.222222,534,0,0,Radix-Split,Modified-Radix-4
1768,0.9338413094,280,0,0,Radix-Split,Modified-Radix-4
562,0.3899537136,462,0,0,Radix-Split,Modified-Radix-4
316,0.222222,196,0,0,Radix-Split,Modified-Radix-4
1478,0.2861635962,570,0,0,Radix-Split,Modified-Radix-4
1476,0.777778,572,0,0,Radix-Split,Modified-Radix-4
788,0.2563116627,236,0,0,Radix-Split,Modified-Radix-4
657,0.444444,367,0,0,Radix-Split,Radix-Split
2737,0.333333,1359,0,0,Radix-Split,Modified-Radix-4
2737,0,1359,0,0,Radix-Split,Modified-Radix-4
64,0.555556,0,1,1,Radix-Split,Radix-Split
3948,0.04315400557,148,0,0,Radix-Split,Radix-Split
233,0.666667,23,0,0,Radix-Split,Radix-Split
662,0.222222,362,0,0,Radix-Split,Modified-Radix-4
1459,0.666667,589,0,0,Radix-Split,Modified-Radix-4
33,0.333333,31,0,0,Radix-Split,Radix-Split
4496,0.111111,3696,0,0,Radix-Split,Modified-Radix-4
173,0.444444,83,0,0,Radix-Split,Radix-Split
2,0.777778,0,1,0,Radix-Split,Radix-2
1459,0.222222,589,0,0,Radix-Split,Modified-Radix-4
4496,0.222222,3696,0,0,Radix-Split,Modified-Radix-4
568,0,456,0,0,Radix-Split,Modified-Radix-4
794,0.8096289015,230,0,0,Radix-Split,Modified-Radix-4
4083,0.1777711313,13,0,0,Radix-Split,Modified-Radix-4
1459,0.888889,589,0,0,Radix-Split,Modified-Radix-4
1089,0.777778,959,0,0,Radix-Split,Modified-Radix-4
33,0.444444,31,0,0,Radix-Split,Radix-Split
62,0.666667,2,0,0,Radix-Split,Radix-Split
1177,0,871,0,0,Radix-Split,Modified-Radix-4
608,1,416,0,0,Radix-Split,Modified-Radix-4
444,0.5307066904,68,0,0,Radix-Split,Modified-Radix-4
104,0,24,0,0,Radix-Split,Modified-Radix-4
783,0,241,0,0,Radix-Split,Radix-Split
788,0.888889,236,0,0,Radix-Split,Modified-Radix-4
815,0.7847364883,209,0,0,Radix-Split,Modified-Radix-4
616,0.333333,408,0,0,Radix-Split,Radix-Split
50,0.444444,14,0,0,Radix-Split,Radix-Split
587,0.8345760694,437,0,0,Radix-Split,Modified-Radix-4
51,0.444444,13,0,0,Radix-Split,Radix-Split
629,0.333333,395,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
375,0.333333,137,0,0,Radix-Split,Modified-Radix-4
3936,0,160,0,0,Radix-Split,Modified-Radix-4
85,0.222222,43,0,0,Radix-Split,Modified-Radix-4
568,0.9740932413,456,0,0,Radix-Split,Modified-Radix-4
2456,0.111111,1640,0,0,Radix-Split,Modified-Radix-4
2690,0.111111,1406,0,0,Radix-Split,Modified-Radix-4
1317,0.666667,731,0,0,Radix-Split,Modified-Radix-4
1476,0.138850677,572,0,0,Radix-Split,Modified-Radix-4
1478,0.222222,570,0,0,Radix-Split,Modified-Radix-4
62,0.333333,2,0,0,Radix-Split,Radix-Split
4350,0.222222,3842,0,0,Radix-Split,Modified-Radix-4
764,0,260,0,0,Radix-Split,Modified-Radix-4
1478,0.333333,570,0,0,Radix-Split,Modified-Radix-4
444,0.222222,68,0,0,Radix-Split,Modified-Radix-4
788,0.9762269515,236,0,0,Radix-Split,Modified-Radix-4
792,0.333333,232,0,0,Radix-Split,Modified-Radix-4
42,0.444444,22,0,0,Radix-Split,Radix-Split
149,0.7435556261,107,0,0,Radix-Split,Radix-Split
417,0,95,0,0,Radix-Split,Modified-Radix-4
2777,0.2059891555,1319,0,0,Radix-Split,Modified-Radix-4
2148,0,1948,0,0,Radix-Split,Modified-Radix-4
608,1,416,0,0,Radix-Split,Modified-Radix-4
2463,0.2769731715,1633,0,0,Radix-Split,Modified-Radix-4
3865,0,231,0,0,Radix-Split,Modified-Radix-4
2744,0.555556,1352,0,0,Radix-Split,Modified-Radix-4
42,1,22,0,0,Radix-Split,Radix-Split
3268,1,828,0,0,Radix-Split,Radix-Split
787,0.666667,237,0,0,Radix-Split,Radix-Split
1715,1,333,0,0,Radix-Split,Modified-Radix-4
4195,0,3997,0,0,Radix-Split,Modified-Radix-4
162,0.222222,94,0,0,Radix-Split,Radix-Split
783,0.8614939344,241,0,0,Radix-Split,Modified-Radix-4
100,0.333333,28,0,0,Radix-Split,Modified-Radix-4
217,0.333333,39,0,0,Radix-Split,Radix-Split
3497,0.444444,599,0,0,Radix-Split,Modified-Radix-4
444,0.666667,68,0,0,Radix-Split,Modified-Radix-4
797,0.6409181047,227,0,0,Radix-Split,Modified-Radix-4
192,0.777778,64,0,0,Radix-Split,Radix-Split
3266,0.222222,830,0,0,Radix-Split,Modified-Radix-4
200,0.2591699463,56,0,0,Radix-Split,Radix-Split
3268,0.555556,828,0,0,Radix-Split,Radix-Split
915,0.666667,109,0,0,Radix-Split,Modified-Radix-4
2463,0.333333,1633,0,0,Radix-Split,Modified-Radix-4
783,0.3641994602,241,0,0,Radix-Split,Radix-Split
2849,0.4089681749,1247,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
186,0,70,0,0,Radix-Split,Radix-Split
42,1,22,0,0,Radix-Split,Radix-Split
2930,0.4291632814,1166,0,0,Radix-Split,Modified-Radix-4
54,0.888889,10,0,0,Radix-Split,Radix-Split
2,0.777778,0,1,0,Radix-Split,Radix-2
788,0.444444,236,0,0,Radix-Split,Modified-Radix-4
42,0.777778,22,0,0,Radix-Split,Radix-Split
48,0.444444,16,0,0,Radix-Split,Radix-Split
65,0.444444,63,0,0,Radix-Split,Modified-Radix-4
200,0.3191139567,56,0,0,Radix-Split,Radix-Split
3266,0.222222,830,0,0,Radix-Split,Modified-Radix-4
33,0.333333,31,0,0,Radix-Split,Radix-Split
1493,0.333333,555,0,0,Radix-Split,Modified-Radix-4
2737,0.555556,1359,0,0,Radix-Split,Modified-Radix-4
3661,0.9777747736,435,0,0,Radix-Split,Modified-Radix-4
171,0.222222,85,0,0,Radix-Split,Radix-Split
193,0.444444,63,0,0,Radix-Split,Radix-Split
783,0.7844377423,241,0,0,Radix-Split,Modified-Radix-4
2777,0.555556,1319,0,0,Radix-Split,Modified-Radix-4
2,0.1062846445,0,1,0,Radix-Split,Radix-2
526,0.444444,498,0,0,Radix-Split,Modified-Radix-4
608,0.333333,416,0,0,Radix-Split,Radix-Split
834,1,190,0,0,Radix-Split,Radix-Split
444,1,68,0,0,Radix-Split,Modified-Radix-4
1202,0.5277453903,846,0,0,Radix-Split,Modified-Radix-4
250,0.777778,6,0,0,Radix-Split,Modified-Radix-4
1459,1,589,0,0,Radix-Split,Modified-Radix-4
2038,1,10,0,0,Radix-Split,Modified-Radix-4
77,0.444444,51,0,0,Radix-Split,Modified-Radix-4
794,0.888889,230,0,0,Radix-Split,Modified-Radix-4
172,0.9225701328,84,0,0,Radix-Split,Radix-Split
551,1,473,0,0,Radix-Split,Modified-Radix-4
608,0.222222,416,0,0,Radix-Split,Modified-Radix-4
1493,0.04519373062,555,0,0,Radix-Split,Modified-Radix-4
772,0.222222,252,0,0,Radix-Split,Radix-Split
42,0.444444,22,0,0,Radix-Split,Radix-Split
1792,0.444444,256,0,0,Radix-Split,Modified-Radix-4
444,0.333333,68,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
2435,0.444444,1661,0,0,Radix-Split,Modified-Radix-4
2744,0.556636619,1352,0,0,Radix-Split,Modified-Radix-4
45,0.777778,19,0,0,Radix-Split,Radix-Split
589,0.222222,435,0,0,Radix-Split,Modified-Radix-4
42,0.444444,22,0,0,Radix-Split,Radix-Split
772,0.777778,252,0,0,Radix-Split,Modified-Radix-4
54,0.777778,10,0,0,Radix-Split,Radix-Split
3048,0.555556,1048,0,0,Radix-Split,Modified-Radix-4
166,0.222222,90,0,0,Radix-Split,Radix-Split
42,0.222222,22,0,0,Radix-Split,Radix-Split
444,0.416917752,68,0,0,Radix-Split,Modified-Radix-4
783,0.333333,241,0,0,Radix-Split,Modified-Radix-4
2744,0.555556,1352,0,0,Radix-Split,Modified-Radix-4
3948,0.306205356,148,0,0,Radix-Split,Modified-Radix-4
51,0.444444,13,0,0,Radix-Split,Radix-Split
174,0.333333,82,0,0,Radix-Split,Radix-Split
62,1,2,0,0,Radix-Split,Modified-Radix-4
772,0.8665120374,252,0,0,Radix-Split,Modified-Radix-4
3268,0.8086457678,828,0,0,Radix-Split,Modified-Radix-4
3727,0.0928655625,369,0,0,Radix-Split,Modified-Radix-4
62,0.888889,2,0,0,Radix-Split,Radix-Split
3739,0.2497721589,357,0,0,Radix-Split,Modified-Radix-4
783,0.5039863933,241,0,0,Radix-Split,Modified-Radix-4
783,0.7067882317,241,0,0,Radix-Split,Modified-Radix-4
14,0.888889,2,0,0,Radix-Split,Radix-Split
794,0.8520229476,230,0,0,Radix-Split,Radix-Split
3948,0.222222,148,0,0,Radix-Split,Modified-Radix-4
735,1,289,0,0,Radix-Split,Radix-Split
2,0.5186895782,0,1,0,Radix-Split,Radix-2
224,0.3636523866,32,0,0,Radix-Split,Modified-Radix-4
1472,1,576,0,0,Radix-Split,Modified-Radix-4
792,0.7432939184,232,0,0,Radix-Split,Modified-Radix-4
1073,0.222222,975,0,0,Radix-Split,Modified-Radix-4
192,0.888889,64,0,0,Radix-Split,Radix-Split
2,0,0,1,0,Radix-Split,Radix-2
3553,1,543,0,0,Radix-Split,Modified-Radix-4
3268,0.777778,828,0,0,Radix-Split,Modified-Radix-4
792,1,232,0,0,Radix-Split,Modified-Radix-4
692,0.4407624658,332,0,0,Radix-Split,Modified-Radix-4
2,0.2990344784,0,1,0,Radix-Split,Radix-2
2566,0.666667,1530,0,0,Radix-Split,Modified-Radix-4
131,0.7650765807,125,0,0,Radix-Split,Radix-Split
4496,0.777778,3696,0,0,Radix-Split,Modified-Radix-4
45,0.8926978643,19,0,0,Radix-Split,Radix-Split
43,0.666667,21,0,0,Radix-Split,Radix-Split
4496,0.111111,3696,0,0,Radix-Split,Modified-Radix-4
1493,0,555,0,0,Radix-Split,Modified-Radix-4
430,0.444444,82,0,0,Radix-Split,Modified-Radix-4
2,0.777778,0,1,0,Radix-Split,Radix-2
1062,0.444444,986,0,0,Radix-Split,Modified-Radix-4
387,0.444444,125,0,0,Radix-Split,Modified-Radix-4
174,0,82,0,0,Radix-Split,Radix-Split
783,0.4175948201,241,0,0,Radix-Split,Radix-Split
892,0.9177398863,132,0,0,Radix-Split,Radix-Split
792,0,232,0,0,Radix-Split,Radix-Split
783,0.333333,241,0,0,Radix-Split,Modified-Radix-4
788,0.888889,236,0,0,Radix-Split,Radix-Split
171,0.222222,85,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
62,0.888889,2,0,0,Radix-Split,Radix-Split
788,0.8909994969,236,0,0,Radix-Split,Modified-Radix-4
562,0.444444,462,0,0,Radix-Split,Radix-Split
14,0,2,0,0,Radix-Split,Radix-Split
172,0.444444,84,0,0,Radix-Split,Radix-Split
2,1,0,1,0,Radix-Split,Radix-2
200,0.777778,56,0,0,Radix-Split,Radix-Split
3936,0,160,0,0,Radix-Split,Modified-Radix-4
1493,0.777778,555,0,0,Radix-Split,Modified-Radix-4
1493,0.7707116288,555,0,0,Radix-Split,Modified-Radix-4
2,0.3120195618,0,1,0,Radix-Split,Radix-2
42,0.3899051529,22,0,0,Radix-Split,Radix-Split
797,0.666667,227,0,0,Radix-Split,Radix-Split
792,0.777778,232,0,0,Radix-Split,Modified-Radix-4
2552,1,1544,0,0,Radix-Split,Modified-Radix-4
54,0.07163367188,10,0,0,Radix-Split,Radix-Split
3661,0.888889,435,0,0,Radix-Split,Modified-Radix-4
217,0.666667,39,0,0,Radix-Split,Radix-Split
357,0,155,0,0,Radix-Split,Modified-Radix-4
3266,0.6617233163,830,0,0,Radix-Split,Modified-Radix-4
62,0,2,0,0,Radix-Split,Radix-Split
772,1,252,0,0,Radix-Split,Modified-Radix-4
608,0.222222,416,0,0,Radix-Split,Radix-Split
50,0.111111,14,0,0,Radix-Split,Radix-Split
788,0.800631963,236,0,0,Radix-Split,Radix-Split
200,0.813781635,56,0,0,Radix-Split,Radix-Split
4683,0.1542021023,3509,0,0,Radix-Split,Modified-Radix-4
1457,0.2939323228,591,0,0,Radix-Split,Modified-Radix-4
299,0.333333,213,0,0,Radix-Split,Modified-Radix-4
3266,0.6610656104,830,0,0,Radix-Split,Modified-Radix-4
51,0.2544295623,13,0,0,Radix-Split,Radix-Split
217,0.333333,39,0,0,Radix-Split,Radix-Split
772,0.777778,252,0,0,Radix-Split,Radix-Split
568,0.444444,456,0,0,Radix-Split,Modified-Radix-4
131,0.7125578396,125,0,0,Radix-Split,Radix-Split
3268,0.9564928804,828,0,0,Radix-Split,Modified-Radix-4
45,0.444444,19,0,0,Radix-Split,Radix-Split
42,0,22,0,0,Radix-Split,Radix-Split
14,0.8346785294,2,0,0,Radix-Split,Radix-Split
50,0.444444,14,0,0,Radix-Split,Radix-Split
3553,0,543,0,0,Radix-Split,Modified-Radix-4
149,0.333333,107,0,0,Radix-Split,Radix-Split
2737,1,1359,0,0,Radix-Split,Modified-Radix-4
2005,0.2636508141,43,0,0,Radix-Split,Modified-Radix-4
562,0.333333,462,0,0,Radix-Split,Modified-Radix-4
1166,0.888889,882,0,0,Radix-Split,Modified-Radix-4
3948,0.183789478,148,0,0,Radix-Split,Modified-Radix-4
200,1,56,0,0,Radix-Split,Radix-Split
43,0,21,0,0,Radix-Split,Radix-Split
140,0.333333,116,0,0,Radix-Split,Radix-Split
2651,0.5003432979,1445,0,0,Radix-Split,Modified-Radix-4
235,0,21,0,0,Radix-Split,Radix-Split
2777,0.333333,1319,0,0,Radix-Split,Modified-Radix-4
48,0.444444,16,0,0,Radix-Split,Radix-Split
1459,0.5967077642,589,0,0,Radix-Split,Modified-Radix-4
691,1,333,0,0,Radix-Split,Modified-Radix-4
3176,0.4831833243,920,0,0,Radix-Split,Modified-Radix-4
200,0.1535060254,56,0,0,Radix-Split,Radix-Split
783,0.7580594267,241,0,0,Radix-Split,Radix-Split
797,0,227,0,0,Radix-Split,Radix-Split
1457,0.73421955,591,0,0,Radix-Split,Modified-Radix-4
986,1,38,0,0,Radix-Split,Radix-Split
14,0.444444,2,0,0,Radix-Split,Radix-Split
64,0.444444,0,1,1,Radix-Split,Radix-Split
43,0.4166955509,21,0,0,Radix-Split,Radix-Split
863,0.777778,161,0,0,Radix-Split,Modified-Radix-4
162,0.222222,94,0,0,Radix-Split,Radix-Split
1457,1,591,0,0,Radix-Split,Modified-Radix-4
2737,0.555556,1359,0,0,Radix-Split,Modified-Radix-4
169,1,87,0,0,Radix-Split,Radix-Split
562,0.444444,462,0,0,Radix-Split,Modified-Radix-4
3936,0,160,0,0,Radix-Split,Modified-Radix-4
4191,0.222222,4001,0,0,Radix-Split,Modified-Radix-4
792,0.6260601237,232,0,0,Radix-Split,Radix-Split
2777,0.444444,1319,0,0,Radix-Split,Modified-Radix-4
1150,0.777778,898,0,0,Radix-Split,Modified-Radix-4
1182,0.111111,866,0,0,Radix-Split,Modified-Radix-4
787,0.222222,237,0,0,Radix-Split,Radix-Split
2744,0.5117911747,1352,0,0,Radix-Split,Modified-Radix-4
2,0.888889,0,1,0,Radix-Split,Radix-2
2737,0.5879460316,1359,0,0,Radix-Split,Modified-Radix-4
608,1,416,0,0,Radix-Split,Modified-Radix-4
162,0.0586244805,94,0,0,Radix-Split,Radix-Split
2,0.111111,0,1,0,Radix-Split,Radix-2
4408,0,3784,0,0,Radix-Split,Modified-Radix-4
4496,0.222222,3696,0,0,Radix-Split,Modified-Radix-4
2566,0.888889,1530,0,0,Radix-Split,Modified-Radix-4
2690,1,1406,0,0,Radix-Split,Radix-Split
2690,1,1406,0,0,Radix-Split,Modified-Radix-4
51,0.444444,13,0,0,Radix-Split,Radix-Split
254,0.156051591,2,0,0,Radix-Split,Radix-Split
792,0.333333,232,0,0,Radix-Split,Modified-Radix-4
787,0.555556,237,0,0,Radix-Split,Modified-Radix-4
3554,0.666667,542,0,0,Radix-Split,Modified-Radix-4
64,0.2252774941,0,1,1,Radix-Split,Radix-Split
171,0.222222,85,0,0,Radix-Split,Modified-Radix-4
193,0,63,0,0,Radix-Split,Modified-Radix-4
64,0.222222,0,1,1,Radix-Split,Radix-Split
174,0.3868383138,82,0,0,Radix-Split,Radix-Split
