Polynomial_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Best_Algorithm
772,0.7628848231587865,252,0,0,Radix-Split
3172,0.555556,924,0,0,Radix-Split
62,0.888889,2,0,0,Radix-Split
43,0.38441125634525497,21,0,0,Radix-Split
417,0.666667,95,0,0,Radix-Split
1472,0.9592765778621573,576,0,0,Radix-Split
2351,1.0,1745,0,0,Radix-Split
1478,0.333333,570,0,0,Radix-Split
169,0.9256533022623679,87,0,0,Radix-Split
3661,0.23866886125687087,435,0,0,Radix-Split
444,0.777778,68,0,0,Radix-Split
2691,1.0,1405,0,0,Radix-Split
300,0.777778,212,0,0,Radix-Split
62,0.3836253517008058,2,0,0,Radix-Split
2566,0.9720498922793723,1530,0,0,Radix-Split
2,1.0,0,1,0,Radix-Split
1394,0.777778,654,0,0,Radix-Split
48,0.888889,16,0,0,Radix-Split
1088,0.0,960,0,0,Radix-Split
1478,0.0,570,0,0,Radix-Split
2690,0.444444,1406,0,0,Radix-Split
3266,0.222222,830,0,0,Radix-Split
131,0.7522372985539617,125,0,0,Radix-Split
2566,0.555556,1530,0,0,Radix-Split
3269,0.9561441652175254,827,0,0,Radix-Split
3269,1.0,827,0,0,Radix-Split
166,0.222222,90,0,0,Radix-Split
14,0.9766951058475266,2,0,0,Radix-Split
783,0.333333,241,0,0,Radix-Split
50,0.6254939849642478,14,0,0,Radix-Split
2510,1.0,1586,0,0,Radix-Split
1493,1.0,555,0,0,Radix-Split
162,0.222222,94,0,0,Radix-Split
787,0.888889,237,0,0,Radix-Split
739,0.03206261225114772,285,0,0,Radix-Split
477,0.5820309818047367,35,0,0,Radix-Split
1844,1.0,204,0,0,Radix-Split
783,0.777778,241,0,0,Radix-Split
1478,0.888889,570,0,0,Radix-Split
4496,0.375216288452638,3696,0,0,Radix-Split
430,0.4290985743185646,82,0,0,Radix-Split
783,0.888889,241,0,0,Radix-Split
3947,1.0,149,0,0,Radix-Split
2214,0.111111,1882,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
166,0.14420437820597404,90,0,0,Radix-Split
3947,1.0,149,0,0,Radix-Split
169,0.9802809417187639,87,0,0,Radix-Split
162,0.111111,94,0,0,Radix-Split
3197,1.0,899,0,0,Radix-Split
3936,0.0,160,0,0,Radix-Split
3936,0.0,160,0,0,Radix-Split
43,0.534856174045159,21,0,0,Radix-Split
4496,0.17161019360351437,3696,0,0,Radix-Split
45,0.0,19,0,0,Radix-Split
50,0.444444,14,0,0,Radix-Split
54,0.0,10,0,0,Radix-Split
3947,0.04127061240808069,149,0,0,Radix-Split
555,0.0,469,0,0,Radix-Split
162,0.777778,94,0,0,Radix-Split
1493,0.7328451505566413,555,0,0,Radix-Split
1323,0.0,725,0,0,Radix-Split
1095,0.32199037801961733,953,0,0,Radix-Split
171,0.777778,85,0,0,Radix-Split
62,0.111111,2,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
568,0.0,456,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
3947,0.0,149,0,0,Radix-Split
42,0.444444,22,0,0,Radix-Split
217,0.333333,39,0,0,Radix-Split
608,0.7507388877276412,416,0,0,Radix-Split
171,0.444444,85,0,0,Radix-Split
162,0.444444,94,0,0,Radix-Split
787,0.333333,237,0,0,Radix-Split
787,0.006766956068653601,237,0,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
444,0.888889,68,0,0,Radix-Split
171,0.222222,85,0,0,Radix-Split
169,0.1647092938325127,87,0,0,Radix-Split
3266,0.5687195756677963,830,0,0,Radix-Split
174,0.25295006962273575,82,0,0,Radix-Split
43,0.444444,21,0,0,Radix-Split
792,0.777778,232,0,0,Radix-Split
733,0.9310488997964704,291,0,0,Radix-Split
64,0.666667,0,1,1,Radix-Split
3936,0.777778,160,0,0,Radix-Split
2173,1.0,1923,0,0,Radix-Split
792,0.9785790149466604,232,0,0,Radix-Split
792,0.111111,232,0,0,Radix-Split
430,0.333333,82,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
54,0.0,10,0,0,Radix-Split
430,0.2935043808087315,82,0,0,Radix-Split
509,0.888889,3,0,0,Radix-Split
3468,0.444444,628,0,0,Radix-Split
792,0.777778,232,0,0,Radix-Split
1073,0.222222,975,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
4191,0.222222,4001,0,0,Radix-Split
33,0.333333,31,0,0,Radix-Split
2566,0.888889,1530,0,0,Radix-Split
2691,1.0,1405,0,0,Radix-Split
540,1.0,484,0,0,Radix-Split
3269,1.0,827,0,0,Radix-Split
43,0.222222,21,0,0,Radix-Split
54,0.0,10,0,0,Radix-Split
149,0.0,107,0,0,Radix-Split
3266,0.666667,830,0,0,Radix-Split
792,0.642637480421443,232,0,0,Radix-Split
131,0.777778,125,0,0,Radix-Split
149,0.0,107,0,0,Radix-Split
169,0.222222,87,0,0,Radix-Split
200,0.333333,56,0,0,Radix-Split
54,0.0,10,0,0,Radix-Split
431,0.67778340503364,81,0,0,Radix-Split
3562,0.444444,534,0,0,Radix-Split
3002,0.555556,1094,0,0,Radix-Split
608,0.36904269794002376,416,0,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
783,0.0,241,0,0,Radix-Split
511,0.111111,1,0,0,Radix-Split
200,0.222222,56,0,0,Radix-Split
3553,0.0,543,0,0,Radix-Split
51,1.0,13,0,0,Radix-Split
2525,1.0,1571,0,0,Radix-Split
1677,0.111111,371,0,0,Radix-Split
300,0.444444,212,0,0,Radix-Split
530,0.777778,494,0,0,Radix-Split
562,0.9861495659479254,462,0,0,Radix-Split
3752,0.666667,344,0,0,Radix-Split
3087,0.555556,1009,0,0,Radix-Split
3553,0.7889647629362486,543,0,0,Radix-Split
783,0.777778,241,0,0,Radix-Split
3936,0.444444,160,0,0,Radix-Split
51,0.32803827743586506,13,0,0,Radix-Split
4301,0.23532796972594333,3891,0,0,Radix-Split
172,0.9580237578540909,84,0,0,Radix-Split
217,0.7065745144178438,39,0,0,Radix-Split
214,0.444444,42,0,0,Radix-Split
1476,0.777778,572,0,0,Radix-Split
797,0.6996377979265683,227,0,0,Radix-Split
1459,0.333333,589,0,0,Radix-Split
4777,0.437742815970504,3415,0,0,Radix-Split
2005,0.17366289473783775,43,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
2566,0.888889,1530,0,0,Radix-Split
43,0.444444,21,0,0,Radix-Split
1457,0.21906825319738443,591,0,0,Radix-Split
1493,0.7908675144451174,555,0,0,Radix-Split
1457,0.888889,591,0,0,Radix-Split
797,0.7227663034766109,227,0,0,Radix-Split
51,0.0,13,0,0,Radix-Split
3661,0.333333,435,0,0,Radix-Split
792,0.777778,232,0,0,Radix-Split
4191,0.222222,4001,0,0,Radix-Split
783,0.333333,241,0,0,Radix-Split
623,0.555556,401,0,0,Radix-Split
42,0.444444,22,0,0,Radix-Split
2691,1.0,1405,0,0,Radix-Split
2,0.7621960299805393,0,1,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
1459,0.888889,589,0,0,Radix-Split
2188,0.222222,1908,0,0,Radix-Split
14,0.0,2,0,0,Radix-Split
3553,0.444444,543,0,0,Radix-Split
2,0.0,0,1,0,Radix-Split
1457,0.222222,591,0,0,Radix-Split
3553,0.333333,543,0,0,Radix-Split
430,0.06064105928348406,82,0,0,Radix-Split
3947,0.111111,149,0,0,Radix-Split
131,0.777778,125,0,0,Radix-Split
33,0.25886992336324854,31,0,0,Radix-Split
1235,0.0,813,0,0,Radix-Split
797,0.777778,227,0,0,Radix-Split
608,0.444444,416,0,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
783,0.79037012899166,241,0,0,Radix-Split
3266,0.666667,830,0,0,Radix-Split
45,0.444444,19,0,0,Radix-Split
4496,1.0,3696,0,0,Radix-Split
192,0.12618718644977667,64,0,0,Radix-Split
4191,0.555556,4001,0,0,Radix-Split
2690,1.0,1406,0,0,Radix-Split
1478,0.0,570,0,0,Radix-Split
3818,0.5092513810345414,278,0,0,Radix-Split
2690,1.0,1406,0,0,Radix-Split
64,0.0,0,1,1,Radix-Split
787,0.16165276557719532,237,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
3947,0.0,149,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
1493,0.444444,555,0,0,Radix-Split
2463,1.0,1633,0,0,Radix-Split
453,0.555556,59,0,0,Radix-Split
2737,0.555556,1359,0,0,Radix-Split
4496,0.444444,3696,0,0,Radix-Split
562,0.444444,462,0,0,Radix-Split
174,0.222222,82,0,0,Radix-Split
772,0.777778,252,0,0,Radix-Split
1968,0.222222,80,0,0,Radix-Split
430,0.444444,82,0,0,Radix-Split
4036,0.0,60,0,0,Radix-Split
192,0.333333,64,0,0,Radix-Split
48,0.37092151586448907,16,0,0,Radix-Split
362,0.24119487251497207,150,0,0,Radix-Split
991,0.444444,33,0,0,Radix-Split
274,0.222222,238,0,0,Radix-Split
2566,0.444444,1530,0,0,Radix-Split
359,0.08039535275037565,153,0,0,Radix-Split
3754,0.4301769349573815,342,0,0,Radix-Split
192,0.555556,64,0,0,Radix-Split
149,1.0,107,0,0,Radix-Split
3124,0.444444,972,0,0,Radix-Split
2436,1.0,1660,0,0,Radix-Split
172,0.14353589004853273,84,0,0,Radix-Split
726,0.888889,298,0,0,Radix-Split
2,0.555556,0,1,0,Radix-Split
2790,1.0,1306,0,0,Radix-Split
2744,0.0,1352,0,0,Radix-Split
166,0.659960236396365,90,0,0,Radix-Split
162,0.0673037006658673,94,0,0,Radix-Split
200,0.18534067343223598,56,0,0,Radix-Split
75,0.888889,53,0,0,Radix-Split
1457,0.222222,591,0,0,Radix-Split
54,0.0,10,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
2768,0.5362435438289099,1328,0,0,Radix-Split
2005,0.111111,43,0,0,Radix-Split
444,0.666667,68,0,0,Radix-Split
1493,0.4502590189307498,555,0,0,Radix-Split
939,0.6364774669533454,85,0,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
14,0.888889,2,0,0,Radix-Split
3553,1.0,543,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
1493,0.777778,555,0,0,Radix-Split
174,0.333333,82,0,0,Radix-Split
2463,1.0,1633,0,0,Radix-Split
1459,0.555556,589,0,0,Radix-Split
788,0.9013747596668013,236,0,0,Radix-Split
444,0.07210884826688443,68,0,0,Radix-Split
3661,0.3718562853843045,435,0,0,Radix-Split
4191,1.0,4001,0,0,Radix-Split
162,0.111111,94,0,0,Radix-Split
562,0.444444,462,0,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
3269,1.0,827,0,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
2,0.8514998760693047,0,1,0,Radix-Split
1105,0.333333,943,0,0,Radix-Split
1493,0.777778,555,0,0,Radix-Split
43,0.444444,21,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
62,0.111111,2,0,0,Radix-Split
445,0.222222,67,0,0,Radix-Split
217,0.444444,39,0,0,Radix-Split
3947,0.0,149,0,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
2,0.111111,0,1,0,Radix-Split
206,0.333333,50,0,0,Radix-Split
797,0.2465040426515236,227,0,0,Radix-Split
691,0.08212489181275584,333,0,0,Radix-Split
1472,1.0,576,0,0,Radix-Split
3553,0.9740215700136584,543,0,0,Radix-Split
1457,0.444444,591,0,0,Radix-Split
2737,0.5110375631353434,1359,0,0,Radix-Split
2737,0.444444,1359,0,0,Radix-Split
488,0.222222,24,0,0,Radix-Split
783,0.444444,241,0,0,Radix-Split
401,0.888889,111,0,0,Radix-Split
50,1.0,14,0,0,Radix-Split
3936,0.0,160,0,0,Radix-Split
1092,0.333333,956,0,0,Radix-Split
3936,0.888889,160,0,0,Radix-Split
507,0.3686402037701353,5,0,0,Radix-Split
4138,0.0,4054,0,0,Radix-Split
692,0.8683140877187908,332,0,0,Radix-Split
851,0.111111,173,0,0,Radix-Split
691,0.10627677493572726,333,0,0,Radix-Split
14,0.888889,2,0,0,Radix-Split
3868,0.18264284949027776,228,0,0,Radix-Split
174,0.333333,82,0,0,Radix-Split
149,0.05085904158905155,107,0,0,Radix-Split
435,0.7196182382102324,77,0,0,Radix-Split
3948,0.7437558313885164,148,0,0,Radix-Split
2691,0.9414245961610667,1405,0,0,Radix-Split
651,0.444444,373,0,0,Radix-Split
4496,0.20767572316620114,3696,0,0,Radix-Split
608,0.3395350649469392,416,0,0,Radix-Split
14,0.222222,2,0,0,Radix-Split
787,0.3629131984723487,237,0,0,Radix-Split
14,0.777778,2,0,0,Radix-Split
787,0.111111,237,0,0,Radix-Split
4033,0.666667,63,0,0,Radix-Split
787,0.444444,237,0,0,Radix-Split
2566,0.9211176376049719,1530,0,0,Radix-Split
62,0.111111,2,0,0,Radix-Split
3973,1.0,123,0,0,Radix-Split
34,0.0,30,0,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
62,0.222222,2,0,0,Radix-Split
608,0.555556,416,0,0,Radix-Split
166,0.222222,90,0,0,Radix-Split
562,0.444444,462,0,0,Radix-Split
444,0.666667,68,0,0,Radix-Split
787,0.0,237,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
2691,0.0,1405,0,0,Radix-Split
8,0.888889,0,1,0,Radix-Split
621,0.777778,403,0,0,Radix-Split
64,0.777778,0,1,1,Radix-Split
2690,0.444444,1406,0,0,Radix-Split
2497,0.444444,1599,0,0,Radix-Split
1476,0.777778,572,0,0,Radix-Split
2,0.23239442655924858,0,1,0,Radix-Split
43,0.444444,21,0,0,Radix-Split
162,0.0,94,0,0,Radix-Split
2566,0.8077150669418461,1530,0,0,Radix-Split
562,0.555556,462,0,0,Radix-Split
43,0.0,21,0,0,Radix-Split
3266,0.1701560137820522,830,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
260,0.444444,252,0,0,Radix-Split
1459,0.5911664302035132,589,0,0,Radix-Split
192,0.17414366059072828,64,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
430,0.444444,82,0,0,Radix-Split
169,1.0,87,0,0,Radix-Split
1030,0.222222,1018,0,0,Radix-Split
122,0.333333,6,0,0,Radix-Split
792,0.444444,232,0,0,Radix-Split
50,0.444444,14,0,0,Radix-Split
2,0.666667,0,1,0,Radix-Split
691,0.666667,333,0,0,Radix-Split
2005,0.222222,43,0,0,Radix-Split
979,1.0,45,0,0,Radix-Split
1493,0.777778,555,0,0,Radix-Split
334,0.444444,178,0,0,Radix-Split
45,0.3490176636187512,19,0,0,Radix-Split
174,0.333333,82,0,0,Radix-Split
149,0.918285957843248,107,0,0,Radix-Split
166,0.222222,90,0,0,Radix-Split
2690,0.6067268715302229,1406,0,0,Radix-Split
3948,0.888889,148,0,0,Radix-Split
3266,0.7314330449464025,830,0,0,Radix-Split
166,0.222222,90,0,0,Radix-Split
2777,0.597192735099699,1319,0,0,Radix-Split
2005,0.222222,43,0,0,Radix-Split
4191,0.37644566144293723,4001,0,0,Radix-Split
192,0.0,64,0,0,Radix-Split
450,0.0,62,0,0,Radix-Split
2,0.4518535174714635,0,1,0,Radix-Split
2,0.222222,0,1,0,Radix-Split
171,0.0,85,0,0,Radix-Split
1457,0.16822950561180708,591,0,0,Radix-Split
1581,0.222222,467,0,0,Radix-Split
3266,0.888889,830,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
62,0.333333,2,0,0,Radix-Split
2463,1.0,1633,0,0,Radix-Split
1457,0.24955179176852063,591,0,0,Radix-Split
50,0.505626185414063,14,0,0,Radix-Split
34,0.222222,30,0,0,Radix-Split
797,0.5896115359514267,227,0,0,Radix-Split
788,0.777778,236,0,0,Radix-Split
2463,1.0,1633,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
62,0.666667,2,0,0,Radix-Split
3936,0.777778,160,0,0,Radix-Split
787,0.49104108840644267,237,0,0,Radix-Split
3948,0.2192863151637089,148,0,0,Radix-Split
34,0.777778,30,0,0,Radix-Split
366,0.0,146,0,0,Radix-Split
430,0.777778,82,0,0,Radix-Split
2,0.8331507877508461,0,1,0,Radix-Split
783,0.7779056589537717,241,0,0,Radix-Split
3266,0.444444,830,0,0,Radix-Split
51,0.42782519723030077,13,0,0,Radix-Split
2575,0.888889,1521,0,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
794,0.888889,230,0,0,Radix-Split
783,0.7381278525502195,241,0,0,Radix-Split
794,0.888889,230,0,0,Radix-Split
48,0.444444,16,0,0,Radix-Split
3661,0.333333,435,0,0,Radix-Split
2906,0.555556,1190,0,0,Radix-Split
3947,0.8083313844302571,149,0,0,Radix-Split
2463,1.0,1633,0,0,Radix-Split
14,0.924317872000284,2,0,0,Radix-Split
1476,0.8630546280177052,572,0,0,Radix-Split
1869,0.111111,179,0,0,Radix-Split
465,0.444444,47,0,0,Radix-Split
1459,0.444444,589,0,0,Radix-Split
2218,0.31218633836609816,1878,0,0,Radix-Split
1170,0.666667,878,0,0,Radix-Split
4767,0.111111,3425,0,0,Radix-Split
14,0.888889,2,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
518,1.0,506,0,0,Radix-Split
62,0.222222,2,0,0,Radix-Split
937,0.0,87,0,0,Radix-Split
1457,1.0,591,0,0,Radix-Split
1476,0.888889,572,0,0,Radix-Split
1544,1.0,504,0,0,Radix-Split
772,0.888889,252,0,0,Radix-Split
900,0.222222,124,0,0,Radix-Split
50,0.6075803646789063,14,0,0,Radix-Split
3936,0.9188726662532954,160,0,0,Radix-Split
171,0.777778,85,0,0,Radix-Split
62,0.9614412718993461,2,0,0,Radix-Split
352,0.888889,160,0,0,Radix-Split
227,0.777778,29,0,0,Radix-Split
239,0.10813960301265664,17,0,0,Radix-Split
430,0.444444,82,0,0,Radix-Split
1677,0.07627994458983678,371,0,0,Radix-Split
3661,0.222222,435,0,0,Radix-Split
240,0.3549986270674427,16,0,0,Radix-Split
33,0.333333,31,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
45,0.777778,19,0,0,Radix-Split
4496,0.21098391359619062,3696,0,0,Radix-Split
169,1.0,87,0,0,Radix-Split
1472,1.0,576,0,0,Radix-Split
2566,0.888889,1530,0,0,Radix-Split
562,0.444444,462,0,0,Radix-Split
217,0.333333,39,0,0,Radix-Split
966,0.777778,58,0,0,Radix-Split
653,0.7538583330173274,371,0,0,Radix-Split
171,0.333333,85,0,0,Radix-Split
444,0.666667,68,0,0,Radix-Split
691,0.9960193159338219,333,0,0,Radix-Split
2,0.111111,0,1,0,Radix-Split
149,0.0,107,0,0,Radix-Split
200,0.888889,56,0,0,Radix-Split
444,0.666667,68,0,0,Radix-Split
62,0.888889,2,0,0,Radix-Split
43,0.666667,21,0,0,Radix-Split
1868,0.9089873797616337,180,0,0,Radix-Split
2737,0.555556,1359,0,0,Radix-Split
772,0.0,252,0,0,Radix-Split
166,1.0,90,0,0,Radix-Split
772,0.111111,252,0,0,Radix-Split
1677,0.0,371,0,0,Radix-Split
169,0.9108659922893474,87,0,0,Radix-Split
62,0.111111,2,0,0,Radix-Split
172,0.666667,84,0,0,Radix-Split
33,0.8570703348349262,31,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
2005,0.222222,43,0,0,Radix-Split
1063,0.666667,985,0,0,Radix-Split
444,0.444444,68,0,0,Radix-Split
787,0.0,237,0,0,Radix-Split
2691,1.0,1405,0,0,Radix-Split
34,0.593685464543836,30,0,0,Radix-Split
91,0.0,37,0,0,Radix-Split
783,0.333333,241,0,0,Radix-Split
14,0.08526808118856327,2,0,0,Radix-Split
43,0.444444,21,0,0,Radix-Split
3936,0.0,160,0,0,Radix-Split
166,0.22414732188212022,90,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
3269,0.8489364830805171,827,0,0,Radix-Split
149,0.0,107,0,0,Radix-Split
2777,0.777778,1319,0,0,Radix-Split
286,0.9720315268243627,226,0,0,Radix-Split
792,0.777778,232,0,0,Radix-Split
692,0.21097016091963414,332,0,0,Radix-Split
274,0.222222,238,0,0,Radix-Split
172,0.666667,84,0,0,Radix-Split
192,0.08732364047006566,64,0,0,Radix-Split
166,0.222222,90,0,0,Radix-Split
562,0.333333,462,0,0,Radix-Split
62,0.9407579467798284,2,0,0,Radix-Split
691,0.14458657097127886,333,0,0,Radix-Split
1677,0.10820192568391389,371,0,0,Radix-Split
14,0.888889,2,0,0,Radix-Split
430,0.4039119452350112,82,0,0,Radix-Split
2690,0.0,1406,0,0,Radix-Split
149,0.048974480022554334,107,0,0,Radix-Split
45,0.21551311749884955,19,0,0,Radix-Split
2686,0.0,1410,0,0,Radix-Split
2,0.888889,0,1,0,Radix-Split
1472,1.0,576,0,0,Radix-Split
444,0.666667,68,0,0,Radix-Split
258,0.444444,254,0,0,Radix-Split
397,0.18905381907818564,115,0,0,Radix-Split
172,0.444444,84,0,0,Radix-Split
787,0.0,237,0,0,Radix-Split
2988,1.0,1108,0,0,Radix-Split
306,0.222222,206,0,0,Radix-Split
2777,0.01923920848562527,1319,0,0,Radix-Split
14,0.0,2,0,0,Radix-Split
62,0.111111,2,0,0,Radix-Split
172,0.444444,84,0,0,Radix-Split
51,0.888889,13,0,0,Radix-Split
3266,1.0,830,0,0,Radix-Split
587,0.666667,437,0,0,Radix-Split
783,0.111111,241,0,0,Radix-Split
608,1.0,416,0,0,Radix-Split
568,0.04338805385666139,456,0,0,Radix-Split
3466,1.0,630,0,0,Radix-Split
2627,0.582050521937407,1469,0,0,Radix-Split
783,1.0,241,0,0,Radix-Split
1036,0.222222,1012,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
51,0.111111,13,0,0,Radix-Split
131,0.444444,125,0,0,Radix-Split
568,0.222222,456,0,0,Radix-Split
512,0.035816157413845306,0,1,0,Radix-Split
4024,0.333333,72,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
1017,0.2990922359877134,7,0,0,Radix-Split
2005,0.333333,43,0,0,Radix-Split
169,1.0,87,0,0,Radix-Split
783,0.30485111757657446,241,0,0,Radix-Split
64,0.777778,0,1,1,Radix-Split
1459,0.666667,589,0,0,Radix-Split
217,0.37756511881895943,39,0,0,Radix-Split
797,0.111111,227,0,0,Radix-Split
529,0.444444,495,0,0,Radix-Split
34,0.333333,30,0,0,Radix-Split
788,0.903910813944893,236,0,0,Radix-Split
421,0.0,91,0,0,Radix-Split
1478,0.222222,570,0,0,Radix-Split
787,0.0,237,0,0,Radix-Split
3947,0.9445744058190826,149,0,0,Radix-Split
3948,0.0,148,0,0,Radix-Split
430,0.5043806514885903,82,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
162,0.111111,94,0,0,Radix-Split
171,0.222222,85,0,0,Radix-Split
50,0.666667,14,0,0,Radix-Split
62,0.666667,2,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
797,0.666667,227,0,0,Radix-Split
772,0.5167844611715245,252,0,0,Radix-Split
3808,0.0,288,0,0,Radix-Split
2960,1.0,1136,0,0,Radix-Split
562,0.444444,462,0,0,Radix-Split
2,0.666667,0,1,0,Radix-Split
1478,0.0,570,0,0,Radix-Split
783,0.23913219656042756,241,0,0,Radix-Split
2463,0.37251081339669045,1633,0,0,Radix-Split
64,0.444444,0,1,1,Radix-Split
624,0.111111,400,0,0,Radix-Split
2690,0.111111,1406,0,0,Radix-Split
1700,0.111111,348,0,0,Radix-Split
3661,0.2691062892819689,435,0,0,Radix-Split
2566,0.888889,1530,0,0,Radix-Split
3947,0.0,149,0,0,Radix-Split
1036,0.21588991585672565,1012,0,0,Radix-Split
3269,1.0,827,0,0,Radix-Split
2676,0.555556,1420,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
100,0.0,28,0,0,Radix-Split
33,0.2758008265123719,31,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
137,0.555556,119,0,0,Radix-Split
430,1.0,82,0,0,Radix-Split
42,1.0,22,0,0,Radix-Split
14,0.333333,2,0,0,Radix-Split
767,0.888889,257,0,0,Radix-Split
169,1.0,87,0,0,Radix-Split
33,0.333333,31,0,0,Radix-Split
772,0.444444,252,0,0,Radix-Split
2,0.847158543504978,0,1,0,Radix-Split
1472,0.0,576,0,0,Radix-Split
172,0.444444,84,0,0,Radix-Split
14,0.0,2,0,0,Radix-Split
34,0.333333,30,0,0,Radix-Split
787,0.666667,237,0,0,Radix-Split
3923,0.14489853237004297,173,0,0,Radix-Split
783,0.333333,241,0,0,Radix-Split
3947,0.5361377057336252,149,0,0,Radix-Split
34,0.0,30,0,0,Radix-Split
3936,0.0,160,0,0,Radix-Split
14,0.888889,2,0,0,Radix-Split
166,0.17663921557537335,90,0,0,Radix-Split
4496,0.111111,3696,0,0,Radix-Split
1493,0.076980598970321,555,0,0,Radix-Split
149,0.111111,107,0,0,Radix-Split
3266,0.666667,830,0,0,Radix-Split
171,0.777778,85,0,0,Radix-Split
43,0.555556,21,0,0,Radix-Split
2693,0.0,1403,0,0,Radix-Split
772,0.777778,252,0,0,Radix-Split
3489,1.0,607,0,0,Radix-Split
171,0.19276764246951444,85,0,0,Radix-Split
43,0.222222,21,0,0,Radix-Split
3947,1.0,149,0,0,Radix-Split
166,0.777778,90,0,0,Radix-Split
1459,0.666667,589,0,0,Radix-Split
4191,0.222222,4001,0,0,Radix-Split
166,0.12865108381421456,90,0,0,Radix-Split
1168,0.915645568738283,880,0,0,Radix-Split
169,1.0,87,0,0,Radix-Split
162,0.4419879263588734,94,0,0,Radix-Split
51,0.444444,13,0,0,Radix-Split
174,0.3219281078317665,82,0,0,Radix-Split
2102,1.0,1994,0,0,Radix-Split
692,0.444444,332,0,0,Radix-Split
149,0.0,107,0,0,Radix-Split
169,0.0,87,0,0,Radix-Split
1472,0.48645850016100356,576,0,0,Radix-Split
2,0.111111,0,1,0,Radix-Split
860,0.888889,164,0,0,Radix-Split
2566,0.0,1530,0,0,Radix-Split
2633,0.444444,1463,0,0,Radix-Split
200,0.15451120743093655,56,0,0,Radix-Split
3948,0.222222,148,0,0,Radix-Split
391,0.0,121,0,0,Radix-Split
217,0.17036854175647578,39,0,0,Radix-Split
2,0.333333,0,1,0,Radix-Split
3269,1.0,827,0,0,Radix-Split
2744,0.555556,1352,0,0,Radix-Split
34,0.333333,30,0,0,Radix-Split
595,0.444444,429,0,0,Radix-Split
3269,0.519582416683857,827,0,0,Radix-Split
14,0.222222,2,0,0,Radix-Split
430,0.444444,82,0,0,Radix-Split
172,0.222222,84,0,0,Radix-Split
430,0.333333,82,0,0,Radix-Split
568,0.0,456,0,0,Radix-Split
1459,0.666667,589,0,0,Radix-Split
62,0.666667,2,0,0,Radix-Split
114,0.222222,14,0,0,Radix-Split
608,0.9071510396702411,416,0,0,Radix-Split
356,0.888889,156,0,0,Radix-Split
219,0.222222,37,0,0,Radix-Split
2566,0.888889,1530,0,0,Radix-Split
538,0.24125528892939838,486,0,0,Radix-Split
65,1.0,63,0,0,Radix-Split
324,0.0,188,0,0,Radix-Split
162,0.111111,94,0,0,Radix-Split
2690,1.0,1406,0,0,Radix-Split
2777,0.4999220866992531,1319,0,0,Radix-Split
2430,0.333333,1666,0,0,Radix-Split
367,0.888889,145,0,0,Radix-Split
2674,0.555556,1422,0,0,Radix-Split
206,0.9828094360124362,50,0,0,Radix-Split
568,0.0,456,0,0,Radix-Split
788,0.888889,236,0,0,Radix-Split
2,0.444444,0,1,0,Radix-Split
2052,0.333333,2044,0,0,Radix-Split
3266,0.666667,830,0,0,Radix-Split
50,0.666667,14,0,0,Radix-Split
3268,1.0,828,0,0,Radix-Split
430,0.444444,82,0,0,Radix-Split
1729,0.777778,319,0,0,Radix-Split
430,0.888889,82,0,0,Radix-Split
33,0.333333,31,0,0,Radix-Split
